,name,Dependts,Latest_time,Deps,Vers,Oldest_time,lifetime,Month
4583,nbdime,36,2023/4/30,21,30,2016/12/5,8,77.9
4584,nbformat,751,2022/5/3,13,35,2015/7/2,8,83.23333333
4585,nbgitpuller,4,2022/11/8,3,21,2017/9/14,6,62.7
4586,nbgrader,9,2022/7/6,35,34,2015/7/16,8,84.9
4587,nbmake,68,2022/12/3,6,27,2020/11/18,3,24.83333333
4588,nbqa,24,2022/3/9,13,85,2020/7/17,3,20
4589,nbresuse,6,2020/11/23,9,9,2018/4/1,3,32.23333333
4590,nbsocks,0,2017/2/4,0,2,2016/8/7,2,6.033333333
4591,nbsphinx,1029,2023/1/19,6,52,2015/12/27,9,86
4592,nbsphinx-link,187,2019/10/1,2,5,2017/11/29,3,22.36666667
4593,nbstripout,75,2022/9/24,1,25,2016/1/19,7,81.33333333
4594,NBT,18,2021/12/22,0,11,2010/10/29,12,135.7333333
4595,nbtlib,18,2021/11/25,1,63,2017/12/16,5,48
4596,nc-time-axis,17,2022/4/20,18,7,2017/10/23,6,54.66666667
4597,ncbi-genome-download,6,2017/2/8,9,23,2016/5/7,2,9.233333333
4598,ncempy,7,2021/12/30,11,17,2016/11/28,6,61.93333333
4599,nclib,4,2022/8/3,0,21,2016/9/15,7,71.6
4600,ncls,10,2023/1/9,6,67,2018/5/7,6,56.93333333
4601,ncnn,1,2022/11/28,5,23,2021/5/25,2,18.4
4602,ncon,4,2020/2/11,4,3,2020/2/5,1,0.2
4603,nd2reader,19,2020/1/6,4,29,2015/5/23,6,56.3
4604,ndcube,7,2022/5/10,41,31,2017/12/13,6,53.63333333
4605,ndex2,20,2017/10/27,10,42,2017/10/18,1,0.3
4606,ndg-httpsclient,85,2018/7/23,0,13,2012/1/17,7,79.3
4607,ndjson,41,2020/2/25,0,4,2018/5/17,3,21.63333333
4608,neat-python,8,2017/8/1,0,11,2015/10/1,3,22.33333333
4609,nebula3-python,6,2022/10/31,4,4,2022/2/15,1,8.6
4610,needle,6,2017/4/2,3,13,2013/5/7,5,47.53333333
4611,negspacy,5,2022/5/25,0,14,2019/8/14,4,33.83333333
4612,NEMO,8,2023/1/31,14,102,2018/9/6,6,53.6
4613,nemo-toolkit,8,2022/7/1,278,65,2019/9/19,4,33.86666667
4614,nengo,9,2017/10/6,27,19,2015/1/16,3,33.13333333
4615,neo4j,117,2023/1/27,0,75,2018/8/10,6,54.36666667
4616,neo4j-driver,34,2023/1/27,0,123,2015/11/30,9,87.16666667
4617,neo4jrestclient,4,2015/11/20,0,25,2011/4/15,5,56
4618,neomodel,11,2021/12/14,10,47,2013/2/22,9,107.2333333
4619,neovim,17,2018/11/17,0,61,2014/5/9,5,55.1
4620,neptune,11,2023/7/12,56,14,2023/2/23,1,4.633333333
4621,nes-py,6,2022/6/21,4,72,2018/7/7,5,48.16666667
4622,nest-asyncio,481,2022/9/30,0,32,2018/9/7,5,49.46666667
4623,nested-lookup,33,2022/7/6,0,26,2015/11/7,8,81.1
4624,nester-tt,0,2021/1/18,0,4,2021/1/18,1,0
4625,netaddr,395,2020/7/3,0,32,2008/7/15,13,145.7
4626,netCDF4,797,2022/11/17,3,80,2006/11/22,17,194.6333333
4627,netdata,0,2022/9/25,2,11,2017/10/24,6,59.9
4628,NetfilterQueue,5,2022/1/14,0,9,2011/5/13,12,129.9666667
4629,netgraph,6,2022/11/9,13,52,2017/11/21,6,60.46666667
4630,netifaces,428,2021/5/31,0,15,2014/3/6,8,88.1
4631,netmiko,84,2022/8/9,6,42,2015/10/18,8,82.9
4632,netron,68,2023/1/28,0,19,2023/4/8,1,-2.333333333
4633,netutils,11,2022/8/5,1,14,2021/4/18,2,15.8
4634,networkx,3864,2022/6/14,20,82,2007/4/13,16,184.7
4635,neural-compressor,7,2023/1/2,13,21,2021/9/26,3,15.43333333
4636,neuralcoref,14,2019/4/8,4,3,2018/7/10,2,9.066666667
4637,neuralforecast,3,2022/6/2,11,17,2022/2/2,1,4
4638,neuroglancer,5,2022/6/17,0,62,2016/6/20,7,72.93333333
4639,neurokit2,14,2022/5/18,25,32,2019/10/29,4,31.06666667
4640,neurom,6,2022/9/30,0,70,2015/10/1,8,85.2
4641,neutron-lib,39,2023/1/18,23,91,2016/1/15,8,85.33333333
4642,nevergrad,15,2022/3/8,112,37,2019/1/8,4,38.5
4643,newick,9,2021/12/14,9,25,2016/2/18,6,70.86666667
4644,newrelic,20,2022/6/28,2,178,2013/7/5,10,109.3333333
4645,newsapi-python,18,2019/12/4,1,10,2018/1/8,2,23.16666667
4646,nextcord,29,2022/11/11,0,29,2022/6/23,1,4.7
4647,nextcord-unaliased,0,2022/11/11,0,24,2021/9/5,2,14.4
4648,nexusformat,11,2022/6/28,5,53,2014/12/23,9,91.46666667
4649,nfcpy,6,2022/3/10,4,15,2016/4/21,7,71.63333333
4650,nfelib,4,2022/7/31,0,10,2017/11/3,6,57.7
4651,nflgame,1,2016/9/7,0,60,2012/8/29,5,49
4652,ngboost,13,2022/10/13,6,25,2019/10/9,4,36.66666667
4653,nglview,33,2021/6/11,0,60,2015/11/20,7,67.66666667
4654,ngxtop,0,2020/12/21,3,3,2014/3/24,7,82.13333333
4655,niapy,8,2022/11/20,4,27,2018/2/26,5,57.6
4656,nibabel,453,2022/6/18,35,40,2010/10/15,13,142.1333333
4657,nidaqmx,28,2017/7/10,9,13,2017/3/22,1,3.666666667
4658,niloofar,0,2019/10/31,3,2,2019/10/31,1,0
4659,ninja,128,2021/11/21,8,19,2015/2/4,7,82.73333333
4660,ninja_syntax,5,2017/1/24,0,3,2015/4/14,3,21.7
4661,nionswift,4,2022/12/6,11,36,2018/5/10,5,55.7
4662,nitclk,4,2021/8/20,1,15,2019/10/21,3,22.3
4663,nitpick,11,2020/5/15,40,30,2019/6/7,2,11.43333333
4664,niworkflows,10,2023/1/23,37,200,2016/7/21,8,79.23333333
4665,nlp,10,2020/8/3,52,8,2020/4/14,1,3.7
4666,nlp-rules,1,2020/7/30,0,8,2020/7/30,1,0
4667,nlpaug,25,2022/7/7,4,37,2019/4/14,4,39.33333333
4668,nlpcloud,6,2022/12/13,1,39,2021/1/19,2,23.1
4669,nltk,1910,2022/2/9,20,59,2009/7/15,14,153.0666667
4670,nmslib,31,2021/2/3,4,15,2017/6/3,5,44.7
4671,nnabla,37,2022/5/1,16,26,2020/12/4,3,17.1
4672,nnunet,9,2021/9/1,0,22,2019/8/28,3,24.5
4673,node,8,2022/12/5,7,36,2011/2/6,12,144
4674,node-semver,13,2021/9/15,1,15,2014/6/1,8,88.76666667
4675,node2vec,13,2022/8/1,5,16,2017/12/8,6,56.56666667
4676,nodeconductor,20,2017/11/27,0,63,2017/2/6,1,9.8
4677,nodeenv,82,2022/6/25,1,72,2011/4/17,12,136.2333333
4678,nodejs,20,2015/3/22,0,2,2015/3/22,1,0
4679,noise,20,2015/3/29,0,8,2009/1/29,7,75
4680,noiseprotocol,6,2020/3/3,1,6,2017/9/12,4,30.1
4681,noisereduce,12,2022/5/13,6,8,2019/3/6,4,38.8
4682,nolds,13,2016/10/17,5,14,2016/8/4,1,2.466666667
4683,nomenklatura,5,2022/7/6,18,93,2021/9/12,2,9.9
4684,nomic,11,2023/1/23,0,67,2022/7/26,2,6.033333333
4685,nonebot,13,2021/9/28,0,20,2018/12/27,4,33.53333333
4686,nonebot-adapter-onebot,373,2023/1/23,2,11,2022/1/8,2,12.66666667
4687,nonebot-plugin-apscheduler,95,2022/10/2,2,7,2020/12/4,3,22.23333333
4688,nonebot-plugin-docs,0,2023/1/22,1,26,2020/11/21,4,26.4
4689,nonebot-plugin-guild-patch,20,2023/1/2,2,8,2022/1/26,2,11.36666667
4690,nonebot-plugin-htmlrender,45,2023/1/31,8,20,2021/12/22,3,13.5
4691,noodles,5,2022/2/8,15,8,2016/8/22,7,66.53333333
4692,normality,23,2022/4/11,9,50,2015/1/24,8,87.8
4693,nornir,43,2022/4/9,11,23,2018/5/16,5,47.46666667
4694,nornir-netmiko,9,2022/7/14,2,4,2020/9/11,3,22.36666667
4695,nose,1452,2015/6/2,0,14,2010/12/14,6,54.36666667
4696,nose-exclude,29,2016/9/6,0,12,2010/3/16,7,78.86666667
4697,nose-parameterized,9,2017/3/21,0,13,2012/3/10,6,61.23333333
4698,nose-timer,34,2021/3/9,0,18,2012/9/18,10,103.1333333
4699,nose-watch,5,2017/6/8,0,3,2013/6/11,5,48.6
4700,nose2,140,2022/2/13,4,29,2012/1/19,11,122.6
4701,nosexcover,10,2016/10/30,0,13,2009/12/13,8,83.76666667
4702,notedown,5,2017/11/16,0,26,2014/2/17,4,45.6
4703,noteshrink,0,2016/9/29,0,2,2016/9/23,1,0.2
4704,notifications-python-client,5,2022/10/21,3,38,2016/12/7,7,71.46666667
4705,notifiers,21,2022/2/10,3,31,2017/8/3,6,55.06666667
4706,notify-py,26,2022/5/22,2,17,2020/5/18,3,24.46666667
4707,notion,29,2021/2/5,7,13,2018/12/17,4,26.03333333
4708,notion-client,33,2022/12/10,1,13,2021/5/14,2,19.16666667
4709,nox,247,2022/1/7,8,19,2018/8/24,5,41.06666667
4710,nox-poetry,15,2022/11/8,3,19,2020/5/21,3,30.03333333
4711,nplusone,1,2018/5/21,2,17,2015/6/30,4,35.2
4712,NREL-PySAM,9,2022/12/12,3,26,2019/4/10,4,44.73333333
4713,nrfutil,4,2022/9/28,0,68,2016/11/14,7,71.46666667
4714,ntc-templates,23,2022/12/23,1,24,2018/7/5,5,54.4
4715,nteract-on-jupyter,0,2019/7/16,0,34,2017/8/14,3,23.36666667
4716,nteract-scrapbook,13,2021/1/6,39,7,2019/2/26,3,22.66666667
4717,ntfy,1,2018/11/23,15,45,2015/12/18,4,35.7
4718,ntplib,41,2021/5/28,0,2,2020/11/21,2,6.266666667
4719,Nuitka,22,2023/1/31,0,258,2013/3/1,11,120.7666667
4720,num2words,103,2022/8/19,1,13,2013/5/28,10,112.3333333
4721,numba,2422,2022/6/29,3,104,2012/8/15,11,120.1666667
4722,numcodecs,65,2022/6/23,12,37,2016/9/19,7,70.1
4723,numdifftools,83,2021/6/2,3,25,2008/11/13,14,152.8
4724,numerapi,6,2022/12/16,6,94,2017/12/20,6,60.73333333
4725,numexpr,344,2022/10/26,1,47,2009/1/23,14,167.4666667
4726,numpy,47876,2022/12/26,0,118,2006/12/2,17,195.6
4727,numpy-indexed,22,2018/4/25,2,17,2016/4/2,3,25.1
4728,numpy-mips64,0,2019/12/10,0,1,2019/12/10,1,0
4729,numpy-mkp2020,0,2020/5/25,0,1,2020/5/25,1,0
4730,numpy-quaternion,50,2022/4/28,10,165,2016/8/25,7,69.06666667
4731,numpy-stl,53,2022/12/14,2,65,2014/10/16,9,99.36666667
4732,numpydoc,878,2022/6/9,5,23,2009/4/1,14,160.5666667
4733,numpyro,51,2022/7/4,39,23,2019/6/1,4,37.63333333
4734,nupic,0,2016/9/1,22,50,2015/1/6,2,20.13333333
4735,nuscenes-devkit,9,2021/9/20,14,21,2019/3/26,3,30.3
4736,nvidia-dali-cuda110,3,2022/10/4,3,13,2020/9/18,3,24.86666667
4737,nvidia-dali-cuda120,1,2023/6/27,3,7,2023/2/14,1,4.433333333
4738,nvidia-dali-tf-plugin-cuda110,0,2021/4/23,0,13,2020/9/18,2,7.233333333
4739,nvidia-dali-tf-plugin-cuda120,0,2023/6/27,0,6,2023/3/7,1,3.733333333
4740,nvidia-tensorrt,5,2023/1/27,1,4,2020/9/18,4,28.7
4741,nvtabular,0,2022/9/26,6,33,2020/5/14,3,28.83333333
4742,nwbwidgets,5,2021/8/20,30,25,2019/8/28,3,24.1
4743,nwdiag,5,2015/1/1,11,37,2011/5/2,5,44.66666667
4744,O365,21,2022/5/26,7,73,2015/4/10,8,86.76666667
4745,oauth2,76,2015/9/12,0,32,2009/10/21,7,71.73333333
4746,oauth2-client,9,2020/4/5,0,30,2016/4/22,5,48.13333333
4747,oauth2client,594,2018/9/7,5,44,2012/8/29,7,73.33333333
4748,oauthlib,704,2017/10/19,4,50,2012/4/11,6,67.23333333
4749,obd,4,2019/5/15,0,11,2014/11/4,6,55.1
4750,objax,5,2022/1/31,7,10,2020/8/20,3,17.63333333
4751,objection,1,2021/3/30,0,76,2017/7/13,5,45.2
4752,objectpath,32,2018/11/27,0,9,2014/2/17,5,58.13333333
4753,objgraph,48,2020/10/11,1,26,2009/3/25,12,140.6
4754,observable,13,2018/9/20,0,9,2013/3/28,6,66.73333333
4755,obspy,105,2022/3/10,22,22,2012/12/9,11,112.6
4756,ocean-lib,5,2022/6/17,37,79,2020/7/27,3,23
4757,ocpp,4,2023/1/24,1,40,2019/2/26,5,47.6
4758,ocrd,25,2023/1/20,18,194,2018/4/17,6,57.96666667
4759,ocrd-utils,6,2022/6/2,5,145,2019/2/20,4,39.93333333
4760,ocrmypdf,11,2022/7/4,26,205,2015/8/22,8,83.6
4761,oct2py,16,2017/1/29,11,70,2013/10/4,5,40.43333333
4762,OctoBot-Commons,9,2023/1/28,0,130,2019/5/16,5,45.1
4763,OctoPrint,12,2019/12/12,58,58,2019/9/4,1,3.3
4764,odfpy,76,2020/1/18,0,11,2014/5/13,7,69.2
4765,odict,5,2022/5/15,1,25,2009/3/17,14,160.2333333
4766,odin,6,2019/12/4,6,48,2013/11/29,7,73.2
4767,odML,4,2021/12/6,0,19,2013/10/31,9,98.6
4768,odoo-addon-web-widget-x2many-2d-matrix,6,2023/1/4,1,7,2022/2/18,2,10.66666667
4769,odoo-test-helper,9,2022/8/10,0,9,2020/4/17,3,28.16666667
4770,odoo11-addon-account-banking-mandate,5,2020/3/20,2,24,2017/11/18,4,28.43333333
4771,odoo11-addon-account-due-list,5,2018/10/12,1,6,2018/3/22,1,6.8
4772,odoo11-addon-account-payment-order,6,2021/7/4,2,38,2017/11/17,5,44.16666667
4773,odoo12-addon-base-custom-info,4,2021/11/6,1,11,2019/12/20,3,22.9
4774,odoo12-addon-queue-job,32,2022/5/4,2,58,2018/10/9,5,43.43333333
4775,odoo12-addon-report-xlsx,16,2023/1/27,3,21,2018/12/22,6,49.9
4776,odoo13-addon-base-custom-info,4,2023/1/15,1,8,2021/1/22,3,24.1
4777,odoo13-addon-base-exception,6,2023/1/15,1,16,2020/11/5,4,26.7
4778,odoo13-addon-queue-job,34,2022/8/24,2,66,2019/10/17,4,34.73333333
4779,odoo14-addon-queue-job,53,2022/11/23,2,46,2020/12/1,3,24.06666667
4780,odoo14-addon-shopinvader,58,2022/11/24,12,122,2021/3/28,2,20.2
4781,odoo14-addon-web-ir-actions-act-view-reload,4,2021/8/3,1,4,2021/8/3,1,0
4782,odoo14-addon-web-timeline,4,2023/1/9,1,8,2021/3/23,3,21.9
4783,odoo14-addon-web-widget-x2many-2d-matrix,6,2022/10/16,1,6,2021/4/23,2,18.03333333
4784,Office365-REST-Python-Client,24,2022/6/21,4,38,2017/2/14,6,65.1
4785,ogb,22,2022/11/2,8,19,2019/12/13,4,35.16666667
4786,ogr,5,2022/4/29,9,58,2019/1/13,4,40.06666667
4787,ogre-python,0,2023/1/22,0,46,2021/3/16,3,22.56666667
4788,ohmu,0,2016/9/12,0,10,2015/7/19,2,14.03333333
4789,oic,23,2022/12/14,28,40,2014/1/7,9,108.7666667
4790,oixgwsmcnwyequxsgj,0,2021/6/21,2,2,2021/6/21,1,0
4791,okta,17,2022/12/1,9,34,2015/7/30,8,89.36666667
4792,omdb,6,2018/12/11,1,14,2013/11/13,6,61.8
4793,omegaconf,294,2022/5/27,3,143,2018/9/3,5,45.4
4794,OMEMO,4,2022/11/4,0,21,2018/7/29,5,51.96666667
4795,omero-py,26,2022/5/24,8,39,2019/8/8,4,34
4796,omnijson,4,2011/6/19,0,4,2011/6/18,1,0.033333333
4797,omnixai,3,2022/6/10,39,14,2022/6/10,1,0
4798,ONE-api,4,2023/1/25,9,59,2021/6/9,3,19.83333333
4799,onefuzztypes,1,2023/1/24,1,97,2020/9/18,4,28.6
4800,onegov.core,6,2015/12/16,61,248,2015/4/29,1,7.7
4801,onelogin,7,2023/1/4,5,38,2017/10/20,7,63.4
4802,OneNeuron-PyPI-YogeshRajgure,0,2021/9/29,0,3,2021/9/29,1,0
4803,onetimepass,7,2015/7/31,0,6,2013/4/11,3,28.03333333
4804,onkyo-eiscp,0,2019/10/4,0,11,2013/3/16,7,79.76666667
4805,online-judge-api-client,5,2021/8/22,15,32,2020/5/1,2,15.93333333
4806,online-judge-tools,9,2021/9/13,9,110,2017/1/12,5,56.83333333
4807,onnx,383,2022/6/18,5,28,2017/9/7,6,58.16666667
4808,onnx-simplifier,22,2023/1/6,2,77,2019/4/2,5,45.83333333
4809,onnx-tf,8,2022/3/17,3,15,2017/10/27,6,53.4
4810,onnx2torch,6,2022/11/14,0,17,2021/12/14,2,11.16666667
4811,onnxmltools,30,2022/6/9,3,19,2018/3/6,5,51.86666667
4812,onnxoptimizer,19,2022/5/4,2,23,2020/9/11,3,20
4813,onnxruntime,362,2022/10/24,6,31,2018/9/21,5,49.8
4814,onnxruntime-tools,14,2021/3/25,7,12,2020/5/17,2,10.4
4815,onnxsim,6,2023/1/6,2,27,2022/7/7,2,6.1
4816,ont-fast5-api,13,2022/12/20,4,35,2017/3/22,6,69.96666667
4817,ontospy,5,2022/5/26,12,83,2014/10/16,9,92.63333333
4818,onvif-zeep,6,2018/8/20,0,4,2017/9/22,2,11.06666667
4819,opacus,17,2022/5/6,24,19,2020/8/31,3,20.43333333
4820,opal-azure-cli,0,2019/8/2,60,3,2019/6/17,1,1.533333333
4821,opal-azure-cli-acr,1,2019/8/2,5,4,2019/6/17,1,1.533333333
4822,opal-azure-cli-acs,1,2019/8/2,11,4,2019/6/17,1,1.533333333
4823,opal-azure-cli-advisor,1,2019/8/2,3,4,2019/6/17,1,1.533333333
4824,opal-azure-cli-ams,1,2019/8/2,4,4,2019/6/17,1,1.533333333
4825,opal-azure-cli-batch,1,2019/8/2,5,4,2019/6/17,1,1.533333333
4826,opal-azure-cli-batchai,1,2019/8/2,7,4,2019/6/17,1,1.533333333
4827,opal-azure-cli-billing,1,2019/8/2,3,4,2019/6/17,1,1.533333333
4828,opal-azure-cli-botservice,1,2019/8/2,6,4,2019/6/17,1,1.533333333
4829,opal-azure-cli-cdn,1,2019/8/2,3,4,2019/6/17,1,1.533333333
4830,opal-azure-cli-cloud,1,2019/8/2,2,4,2019/6/17,1,1.533333333
4831,opal-azure-cli-cognitiveservices,1,2019/8/2,3,4,2019/6/17,1,1.533333333
4832,opal-azure-cli-command-modules-nspkg,1,2019/8/2,1,3,2019/6/17,1,1.533333333
4833,opal-azure-cli-configure,1,2019/8/2,2,4,2019/6/17,1,1.533333333
4834,opal-azure-cli-consumption,1,2019/8/2,3,4,2019/6/17,1,1.533333333
4835,opal-azure-cli-core,56,2019/8/2,30,4,2019/6/17,1,1.533333333
4836,opal-azure-cli-cosmosdb,1,2019/8/2,4,4,2019/6/17,1,1.533333333
4837,opal-azure-cli-dla,1,2019/8/2,4,4,2019/6/17,1,1.533333333
4838,opal-azure-cli-dms,1,2019/8/2,4,4,2019/6/17,1,1.533333333
4839,opal-azure-cli-eventgrid,1,2019/8/2,4,4,2019/6/17,1,1.533333333
4840,opal-azure-cli-eventhubs,1,2019/8/2,4,4,2019/6/17,1,1.533333333
4841,opal-azure-cli-extension,1,2019/8/2,2,4,2019/6/17,1,1.533333333
4842,opal-azure-cli-feedback,1,2019/8/2,2,4,2019/6/17,1,1.533333333
4843,opal-azure-cli-find,1,2019/8/2,2,4,2019/6/17,1,1.533333333
4844,opal-azure-cli-hdinsight,1,2019/8/2,5,4,2019/6/17,1,1.533333333
4845,opal-azure-cli-iotcentral,1,2019/8/2,3,4,2019/6/17,1,1.533333333
4846,opal-azure-cli-keyvault,1,2019/8/2,6,4,2019/6/17,1,1.533333333
4847,opal-azure-cli-kusto,1,2019/8/2,4,4,2019/6/17,1,1.533333333
4848,opal-azure-cli-lab,1,2019/8/2,4,4,2019/6/17,1,1.533333333
4849,opal-azure-cli-maps,1,2019/8/2,3,4,2019/6/17,1,1.533333333
4850,opal-azure-cli-monitor,1,2019/8/2,3,4,2019/6/17,1,1.533333333
4851,opal-azure-cli-natgateway,1,2019/8/2,3,4,2019/6/17,1,1.533333333
4852,opal-azure-cli-network,1,2019/8/2,5,4,2019/6/17,1,1.533333333
4853,opal-azure-cli-nspkg,2,2019/8/2,1,3,2019/6/17,1,1.533333333
4854,opal-azure-cli-policyinsights,1,2019/8/2,3,4,2019/6/17,1,1.533333333
4855,opal-azure-cli-privatedns,1,2019/8/2,4,4,2019/6/17,1,1.533333333
4856,opal-azure-cli-profile,1,2019/8/2,2,4,2019/6/17,1,1.533333333
4857,opal-azure-cli-rdbms,1,2019/8/2,4,4,2019/6/17,1,1.533333333
4858,opal-azure-cli-redis,1,2019/8/2,3,4,2019/6/17,1,1.533333333
4859,opal-azure-cli-relay,1,2019/8/2,4,4,2019/6/17,1,1.533333333
4860,opal-azure-cli-reservations,1,2019/8/2,3,4,2019/6/17,1,1.533333333
4861,opal-azure-cli-resource,1,2019/8/2,4,4,2019/6/17,1,1.533333333
4862,opal-azure-cli-role,1,2019/8/2,7,4,2019/6/17,1,1.533333333
4863,opal-azure-cli-search,1,2019/8/2,3,4,2019/6/17,1,1.533333333
4864,opal-azure-cli-security,1,2019/8/2,3,4,2019/6/17,1,1.533333333
4865,opal-azure-cli-servicebus,1,2019/8/2,4,4,2019/6/17,1,1.533333333
4866,opal-azure-cli-servicefabric,1,2019/8/2,10,4,2019/6/17,1,1.533333333
4867,opal-azure-cli-signalr,1,2019/8/2,3,4,2019/6/17,1,1.533333333
4868,opal-azure-cli-sql,1,2019/8/2,5,4,2019/6/17,1,1.533333333
4869,opal-azure-cli-sqlvm,1,2019/8/2,3,4,2019/6/17,1,1.533333333
4870,opal-azure-cli-storage,1,2019/8/2,4,4,2019/6/17,1,1.533333333
4871,opal-azure-cli-telemetry,1,2019/8/2,3,3,2019/6/17,1,1.533333333
4872,opal-azure-cli-vm,1,2019/8/2,11,4,2019/6/17,1,1.533333333
4873,opal-common,6,2022/2/12,20,53,2021/3/27,2,10.73333333
4874,opbeat,3,2017/12/13,34,39,2013/2/23,5,58.46666667
4875,open-clip-torch,38,2022/6/3,21,40,2022/4/4,1,2
4876,open-spiel,4,2022/8/21,5,16,2020/12/7,3,20.73333333
4877,openai,1103,2023/3/8,26,68,2020/2/18,4,37.13333333
4878,OpenAIAuth,8,2023/6/24,1,12,2023/2/11,1,4.433333333
4879,openapi-codec,16,2017/7/19,0,18,2016/7/7,2,12.56666667
4880,openapi-core,25,2020/2/24,16,61,2017/9/21,4,29.53333333
4881,openapi-schema-pydantic,15,2022/6/29,1,13,2020/5/16,3,25.8
4882,openapi-spec-validator,123,2019/5/20,5,34,2017/9/6,3,20.7
4883,openapi3,10,2022/3/9,8,18,2018/6/25,5,45.1
4884,OpenCC,31,2022/12/8,0,11,2014/8/2,9,101.6666667
4885,opencc-py,0,2020/5/10,0,2,2020/5/10,1,0
4886,opencc-python-reimplemented,20,2020/6/10,0,7,2018/3/10,3,27.43333333
4887,opencensus-ext-azure,43,2023/1/19,5,26,2019/4/24,5,45.53333333
4888,opencensus-ext-logging,4,2021/10/5,1,2,2019/6/1,3,28.56666667
4889,opencensus-ext-stackdriver,7,2021/8/16,4,12,2019/3/19,3,29.36666667
4890,opencv-contrib-python,451,2022/6/8,7,60,2017/4/8,6,62.9
4891,opencv-contrib-python-headless,63,2022/6/8,7,52,2018/5/16,5,49.46666667
4892,opencv-python,4435,2022/6/8,0,67,2017/7/22,6,59.4
4893,opencv-python-headless,408,2022/6/8,7,51,2018/7/24,5,47.16666667
4894,opencv-python-rpi3,0,2023/2/10,0,2,2023/2/8,1,0.066666667
4895,opendr-toolkit-activity-recognition,0,2023/1/2,0,5,2022/6/14,2,6.733333333
4896,opendr-toolkit-compressive-learning,0,2023/1/2,0,5,2022/6/14,2,6.733333333
4897,opendr-toolkit-engine,0,2023/1/2,0,5,2022/6/14,2,6.733333333
4898,opendr-toolkit-face-recognition,0,2023/1/2,0,5,2022/6/14,2,6.733333333
4899,opendr-toolkit-facial-expression-recognition,0,2023/1/2,0,5,2022/6/14,2,6.733333333
4900,opendr-toolkit-fall-detection,0,2023/1/2,0,5,2022/6/14,2,6.733333333
4901,opendr-toolkit-heart-anomaly-detection,0,2023/1/2,0,5,2022/6/14,2,6.733333333
4902,opendr-toolkit-human-model-generation,0,2023/1/2,0,5,2022/6/14,2,6.733333333
4903,opendr-toolkit-hyperparameter-tuner,0,2023/1/2,0,5,2022/6/14,2,6.733333333
4904,opendr-toolkit-multimodal-human-centric,0,2023/1/2,0,5,2022/6/14,2,6.733333333
4905,opendr-toolkit-object-detection-3d,0,2023/1/2,0,5,2022/6/14,2,6.733333333
4906,opendr-toolkit-object-tracking-2d,0,2023/1/2,0,5,2022/6/14,2,6.733333333
4907,opendr-toolkit-object-tracking-3d,0,2023/1/2,0,5,2022/6/14,2,6.733333333
4908,opendr-toolkit-panoptic-segmentation,0,2023/1/2,0,5,2022/6/14,2,6.733333333
4909,opendr-toolkit-semantic-segmentation,0,2023/1/2,0,5,2022/6/14,2,6.733333333
4910,opendr-toolkit-speech-recognition,0,2023/1/2,0,5,2022/6/14,2,6.733333333
4911,openedx-events,9,2022/6/13,4,42,2021/4/22,2,13.9
4912,OpenFisca-Core,18,2019/12/27,39,385,2015/9/7,5,52.4
4913,OpenFisca-France,6,2022/7/2,16,854,2015/9/7,8,83
4914,OpenGeode-core,28,2022/7/6,0,63,2022/3/8,1,4
4915,openioe,0,2022/9/4,0,8,2020/4/5,3,29.4
4916,openlocationcode,1,2019/7/20,0,1,2019/7/20,1,0
4917,openmim,4,2022/6/27,32,19,2021/5/24,2,13.3
4918,openml,44,2021/5/20,0,13,2018/4/24,4,37.4
4919,openmodelzoo-modelapi,1,2023/1/3,4,2,2022/12/8,2,0.866666667
4920,OpenNMT-py,8,2022/12/19,12,27,2019/10/2,4,39.13333333
4921,OpenNMT-tf,3,2022/3/31,17,100,2018/4/5,5,48.53333333
4922,openpyxl,2831,2023/1/31,1,93,2010/9/1,14,151.1666667
4923,opensearch-dsl,9,2022/6/2,12,3,2021/11/8,2,6.866666667
4924,opensearch-py,52,2022/5/31,27,7,2021/9/20,2,8.433333333
4925,openseespy,14,2021/12/23,0,51,2018/9/15,4,39.83333333
4926,openshift,37,2022/2/6,0,53,2017/4/27,6,58.2
4927,openshift-client,5,2022/9/19,3,18,2020/4/23,3,29.3
4928,opensimplex,9,2023/1/3,1,7,2015/4/19,9,93.86666667
4929,opentelemetry-api,268,2022/12/9,2,49,2019/10/1,4,38.83333333
4930,opentelemetry-exporter-gcp-trace,9,2022/12/5,4,7,2021/4/22,2,19.73333333
4931,opentelemetry-exporter-otlp,57,2022/12/9,2,36,2020/8/14,3,28.23333333
4932,opentelemetry-exporter-otlp-proto-grpc,25,2022/7/4,10,29,2021/3/26,2,15.5
4933,opentelemetry-exporter-otlp-proto-http,30,2022/7/4,10,22,2021/8/26,2,10.4
4934,opentelemetry-exporter-zipkin,10,2022/12/9,2,35,2020/8/14,3,28.23333333
4935,opentelemetry-exporter-zipkin-json,4,2022/12/9,3,27,2021/3/26,2,20.76666667
4936,opentelemetry-instrumentation,109,2022/12/9,3,39,2020/6/11,3,30.36666667
4937,opentelemetry-instrumentation-aws-lambda,6,2022/7/4,4,16,2021/11/11,2,7.833333333
4938,opentelemetry-instrumentation-requests,39,2022/5/17,8,35,2020/8/14,3,21.36666667
4939,opentelemetry-instrumentation-starlette,6,2022/5/17,9,37,2020/6/23,3,23.1
4940,opentelemetry-propagator-b3,13,2022/12/9,2,29,2021/1/20,2,22.93333333
