,name,Dependts,Latest_time,Deps,Vers,Oldest_time,lifetime,Month
1194,blockchain,2,2018/5/29,0,12,2014/10/9,5,44.26666667
1195,blockcypher,10,2021/11/25,3,92,2015/7/10,7,77.66666667
1196,blockdiag,16,2018/7/22,13,72,2011/1/8,8,91.73333333
1197,blockfrost-python,6,2022/10/5,1,12,2021/10/15,2,11.83333333
1198,bloodhound,2,2022/11/28,5,29,2018/2/26,5,57.86666667
1199,blosc,63,2022/12/15,0,47,2010/11/17,13,147.0333333
1200,blosc2,7,2022/12/20,4,33,2021/5/10,2,19.63333333
1201,blspy,12,2022/9/19,1,88,2018/8/9,5,50.06666667
1202,bluepy,72,2018/12/3,0,9,2016/3/1,3,33.56666667
1203,bluepyopt,5,2022/7/5,23,355,2023/7/11,0,-12.36666667
1204,blueqat,4,2022/9/19,7,51,2018/8/2,5,50.3
1205,bluesky,32,2022/4/8,36,48,2017/3/20,6,61.5
1206,bmcore,0,2023/4/5,0,8,2023/3/19,1,0.566666667
1207,bob,12,2022/10/5,12,49,2015/8/7,8,87.2
1208,bob-builder,0,2020/10/1,2,19,2014/3/17,7,79.66666667
1209,bob.bio.base,7,2022/10/4,31,32,2015/6/29,8,88.46666667
1210,bob.io.base,9,2022/10/4,12,34,2014/11/6,9,96.3
1211,bob.measure,5,2022/10/4,19,31,2014/11/6,9,96.3
1212,bodhi-messages,4,2023/1/14,1,17,2019/5/23,5,44.4
1213,bokeh,749,2022/12/20,9,168,2013/10/25,10,111.4333333
1214,boltons,170,2021/5/17,0,51,2013/3/23,9,99.23333333
1215,bonobo,7,2019/7/20,21,37,2016/12/9,4,31.76666667
1216,boost-histogram,22,2022/2/16,41,27,2019/10/16,4,28.46666667
1217,Bootstrap-Flask,18,2022/11/20,2,29,2018/6/11,5,54.1
1218,bootstrapped,5,2018/10/17,0,2,2017/5/22,2,17.1
1219,Boruta,25,2019/5/20,3,9,2017/1/15,3,28.5
1220,bosdyn-api,4,2022/10/31,1,29,2020/6/2,3,29.36666667
1221,botbuilder-integration-aiohttp,0,2022/11/1,5,16,2020/3/17,3,31.96666667
1222,botbuilder-integration-applicationinsights-aiohttp,0,2022/11/1,7,16,2020/3/17,3,31.96666667
1223,botbuilder-schema,13,2022/11/1,2,32,2018/7/13,5,52.4
1224,botframework-connector,8,2022/11/1,4,33,2018/7/13,5,52.4
1225,botframework-streaming,1,2022/11/1,2,5,2021/7/7,2,16.06666667
1226,boto,445,2018/7/11,0,121,2006/9/16,13,143.8666667
1227,boto-brimley,0,2021/4/25,0,9,2021/4/25,1,0
1228,boto-mws,0,2017/5/23,0,2,2017/5/20,1,0.1
1229,boto-patch,0,2015/11/24,0,1,2015/11/24,1,0
1230,boto3,5826,2022/12/9,4,1346,2014/11/11,9,98.33333333
1231,boto3-stubs,20,2023/1/26,712,958,2019/11/10,5,39.1
1232,botocore,1347,2022/7/6,4,1744,2012/12/21,11,116.1333333
1233,botok,5,2022/4/5,2,27,2019/9/1,4,31.56666667
1234,botorch,28,2022/4/21,25,36,2019/5/1,4,36.2
1235,bottle,339,2022/8/3,0,80,2009/7/7,14,159.1666667
1236,bottle-sqlalchemy,4,2015/11/30,0,7,2012/2/22,4,45.9
1237,bottle-websocket,12,2015/9/21,0,10,2012/4/16,4,41.76666667
1238,Bottleneck,195,2022/7/2,4,37,2010/11/28,13,141.1333333
1239,bottlenose,2,2018/2/21,0,29,2010/6/13,9,93.66666667
1240,bottom,4,2020/8/6,0,23,2014/10/13,7,70.8
1241,bowler,6,2020/9/17,5,8,2018/4/13,3,29.6
1242,Box2D,15,2020/4/11,0,5,2009/2/25,12,135.4333333
1243,box2d-py,24,2018/11/17,0,6,2016/5/4,3,30.9
1244,boxsdk,11,2022/7/6,21,78,2015/2/6,8,90.23333333
1245,bpemb,84,2022/9/23,5,10,2018/11/19,5,46.8
1246,bqplot,47,2022/9/2,5,106,2015/9/28,8,84.36666667
1247,braceexpand,41,2021/5/7,0,8,2015/1/6,7,77.1
1248,brainflow,8,2023/1/23,2,85,2019/10/20,5,39.7
1249,branca,48,2022/11/7,1,10,2016/3/3,7,81.33333333
1250,bravado,56,2020/10/27,14,55,2015/6/2,6,65.8
1251,bravado-core,22,2020/4/3,13,80,2015/5/11,6,59.63333333
1252,brax,9,2022/5/4,24,20,2021/6/24,2,10.46666667
1253,breathe,35,2022/6/20,2,65,2011/8/31,12,131.5333333
1254,brewer2mpl,12,2014/9/19,0,8,2012/7/24,3,26.23333333
1255,Brian2,18,2022/6/23,13,43,2016/6/16,7,73.26666667
1256,briefcase,7,2022/6/27,29,47,2015/7/28,8,84.2
1257,brightway2,21,2022/2/7,0,27,2012/11/19,11,112.2333333
1258,broadlink,4,2022/11/20,1,25,2016/12/3,7,72.6
1259,Brotli,270,2020/8/27,0,8,2016/10/12,5,47.16666667
1260,brotlipy,104,2017/5/30,0,14,2015/10/3,3,20.16666667
1261,browser-cookie3,54,2022/7/5,4,45,2015/4/26,8,87.56666667
1262,bsdiff4,8,2022/3/9,0,16,2011/5/23,12,131.4333333
1263,bson,188,2020/5/26,0,24,2015/7/21,6,59.03333333
1264,bt,5,2021/4/21,16,25,2014/6/26,8,83.03333333
1265,btchip-python,4,2021/2/9,0,15,2016/10/2,6,53.03333333
1266,btlewrap,7,2022/5/15,0,11,2018/3/10,5,50.9
1267,BTrees,32,2023/2/10,0,39,2012/10/20,12,125.5
1268,btsnoop,0,2018/7/30,5,9,2018/7/27,1,0.1
1269,build,1612,2023/1/11,24,20,2020/5/25,4,32.03333333
1270,buildbot,11,2022/3/6,42,121,2007/10/1,16,175.6666667
1271,BukePypiProject,0,2022/8/28,0,11,2022/8/20,1,0.266666667
1272,buku,2,2022/7/1,0,30,2016/9/12,7,70.6
1273,bullet,41,2020/8/14,0,12,2019/2/22,2,17.96666667
1274,bump2version,814,2020/10/7,0,10,2018/9/1,3,25.56666667
1275,bumps,4,2022/3/16,0,30,2014/9/6,9,91.6
1276,bumpver,259,2022/7/1,9,22,2020/10/18,3,20.7
1277,bumpversion,655,2020/5/14,1,23,2013/3/16,8,87.2
1278,bunch,35,2011/12/27,0,2,2010/1/26,2,23.33333333
1279,burnysc2,1,2023/1/16,8,56,2019/9/11,5,40.76666667
1280,bypy,1,2023/1/14,3,80,2015/6/22,9,92.1
1281,bytecode,12,2021/10/4,1,17,2016/2/23,6,68.33333333
1282,bz2file,38,2014/1/19,0,3,2012/2/4,3,23.83333333
1283,c3d,5,2022/3/22,2,8,2014/1/17,9,99.53333333
1284,c7n,19,2022/6/21,19,130,2016/4/17,7,75.2
1285,c7n-awscc,0,2022/6/21,24,14,2022/2/24,1,3.9
1286,c7n-gcp,1,2022/6/21,51,40,2018/8/12,5,46.96666667
1287,c7n-kube,0,2022/6/21,36,30,2019/1/31,4,41.23333333
1288,c7n-left,0,2022/10/30,29,10,2022/10/18,1,0.4
1289,c7n-logexporter,0,2022/6/21,22,32,2017/5/16,6,62.06666667
1290,c7n-mailer,1,2022/6/21,157,44,2017/5/16,6,62.06666667
1291,c7n-openstack,0,2022/6/21,41,18,2021/3/22,2,15.2
1292,c7n-org,1,2022/6/21,22,44,2017/7/20,6,59.9
1293,c7n-policystream,0,2022/6/21,28,33,2018/10/24,5,44.53333333
1294,c7n-terraform,0,2022/6/21,24,17,2021/3/22,2,15.2
1295,c7n-trailcreator,0,2023/1/18,23,33,2019/5/11,5,44.93333333
1296,CacheControl,272,2022/4/19,15,47,2013/6/18,10,107.5666667
1297,cached-path,12,2022/7/6,28,24,2021/9/10,2,9.966666667
1298,cached-property,691,2020/9/21,0,17,2014/5/17,7,77.3
1299,cacheout,23,2018/4/4,21,22,2018/1/29,1,2.166666667
1300,cachetools,1091,2023/1/22,0,45,2014/3/22,10,107.6
1301,cachey,14,2020/3/11,1,6,2015/8/2,6,56.1
1302,cachier,20,2021/11/25,20,51,2016/8/26,6,63.9
1303,Cactus,0,2016/2/21,0,20,2013/11/26,4,27.23333333
1304,cadCAD,10,2021/9/28,8,11,2019/9/7,3,25.06666667
1305,cadquery,8,2022/5/24,14,28,2013/4/24,10,110.5666667
1306,caiquan-pypi-nester,0,2022/8/17,0,6,2022/8/12,1,0.166666667
1307,cairo-nile,7,2022/7/7,15,33,2021/9/20,2,9.666666667
1308,cairocffi,65,2022/9/23,9,32,2013/1/7,10,118.2
1309,CairoSVG,181,2023/1/12,10,61,2011/12/13,13,134.9333333
1310,calamari-ocr,4,2022/2/28,7,40,2018/4/5,5,47.5
1311,caldav,25,2022/5/30,15,40,2010/6/4,13,145.9333333
1312,calmjs,5,2021/10/9,3,15,2016/9/2,6,62.1
1313,camb,11,2022/9/19,0,36,2015/12/1,8,82.8
1314,canalyst-candas,0,2022/11/2,25,44,2021/8/24,2,14.5
1315,candlestick-patterns-subodh101,0,2021/6/28,0,1,2021/6/28,1,0
1316,canonicaljson,23,2022/6/8,0,17,2015/8/21,8,82.76666667
1317,canopen,7,2023/1/3,1,39,2016/10/27,8,75.3
1318,cantools,15,2022/6/1,13,191,2015/4/26,8,86.43333333
1319,canvasapi,27,2022/9/21,0,25,2017/3/31,6,66.66666667
1320,caper,4,2022/10/24,12,83,2019/5/23,4,41.66666667
1321,capnpy,4,2021/10/22,4,31,2016/5/26,6,65.83333333
1322,captcha,25,2022/3/15,0,9,2014/11/27,9,88.83333333
1323,captum,44,2019/9/3,36,9,2019/9/3,1,0
1324,car-sound-dataset,0,2021/10/18,9,1,2023/6/13,-1,-20.1
1325,carto,6,2021/8/12,0,30,2017/6/12,5,50.73333333
1326,casbin,36,2022/12/5,1,97,2019/1/14,4,47.36666667
1327,cashews,4,2022/5/24,10,81,2019/12/13,4,29.76666667
1328,cassandra-driver,102,2021/3/18,4,74,2013/11/12,9,89.43333333
1329,cat-zdm-sdk,0,2021/11/24,0,2,2021/11/23,1,0.033333333
1330,catalyst,11,2022/4/29,48,104,2019/2/3,4,39.36666667
1331,catboost,233,2022/11/1,7,101,2017/7/17,6,64.43333333
1332,cattrs,208,2021/8/12,10,29,2017/12/11,5,44.66666667
1333,cbapi,5,2022/6/17,11,50,2016/1/15,7,78.16666667
1334,cbpro,7,2018/9/6,5,5,2018/8/19,1,0.6
1335,cccc,0,2022/6/7,0,1,2023/4/29,0,-10.86666667
1336,cchardet,332,2020/10/27,0,19,2013/8/3,8,88.06666667
1337,ccm,1,2019/11/26,0,63,2013/3/22,7,81.33333333
1338,ccxt,41,2022/7/14,8,1079,2017/7/12,6,60.93333333
1339,ccxt-1-55-84,0,2021/9/6,18,1,2021/9/6,1,0
1340,ccxt-1-56-19,0,2021/9/10,18,1,2021/9/10,1,0
1341,cdflib,23,2022/3/25,13,35,2017/9/11,6,55.2
1342,cdk-iam-floyd,8,2022/7/3,5,475,2020/7/21,3,23.73333333
1343,cdk-nag,10,2022/7/7,5,964,2021/7/20,2,11.73333333
1344,cdk8s,43,2022/7/7,4,1118,2020/3/3,3,28.53333333
1345,cdktf,91,2022/7/7,4,655,2020/5/11,3,26.23333333
1346,cdktf-cdktf-provider-aws,9,2023/1/27,5,346,2021/4/7,3,22
1347,cdktf-cdktf-provider-null,4,2023/1/17,5,991,2020/8/18,4,29.4
1348,cdsapi,54,2021/2/9,0,28,2018/5/16,4,33.33333333
1349,celery,878,2022/6/29,47,197,2009/4/27,14,160.3666667
1350,celery-connectors,4,2018/11/2,16,30,2017/12/3,2,11.13333333
1351,celery-redbeat,7,2020/10/26,5,19,2016/4/21,5,54.96666667
1352,cellpose,21,2022/7/5,32,65,2020/1/29,3,29.6
1353,cellxgene,2,2022/9/21,0,40,2018/11/9,5,47.06666667
1354,cement,118,2021/12/18,9,30,2014/1/2,8,96.9
1355,certbot_dns_online,0,2021/8/2,6,7,2021/8/2,1,1
1356,census,10,2022/4/27,1,28,2012/6/12,11,120.2
1357,censys,6,2017/11/30,5,43,2015/10/28,3,25.46666667
1358,centrosome,4,2020/8/21,9,16,2015/10/6,6,59.36666667
1359,Cerberus,361,2021/5/5,0,25,2012/10/16,10,104.1
1360,certbot,142,2023/5/9,63,104,2016/5/12,8,85.1
1361,certbot-apache,2,2020/2/4,6,104,2016/5/12,5,45.43333333
1362,certbot-dns-cloudflare,1,2017/5/12,7,86,2017/5/12,1,0
1363,certbot-dns-cloudxns,0,2017/5/12,6,79,2017/5/12,1,0
1364,certbot-dns-digitalocean,0,2022/7/6,7,86,2017/5/12,6,62.7
1365,certbot-dns-dnsimple,0,2017/5/12,7,86,2017/5/12,1,0
1366,certbot-dns-dnsmadeeasy,0,2017/5/12,7,85,2017/5/12,1,0
1367,certbot-dns-eurodns,0,2021/12/21,8,9,2020/12/1,2,12.83333333
1368,certbot-dns-gehirn,0,2023/5/9,7,68,2018/7/11,6,58.76666667
1369,certbot-dns-google,0,2017/5/12,8,86,2017/5/12,1,0
1370,certbot-dns-innovativity,0,2021/12/27,3,1,2021/12/27,1,0
1371,certbot-dns-linode,0,2022/7/6,7,68,2018/7/11,5,48.53333333
1372,certbot-dns-luadns,0,2017/5/12,7,85,2017/5/12,1,0
1373,certbot-dns-nodeup,0,2021/6/18,8,16,2020/10/29,2,7.733333333
1374,certbot-dns-nsone,0,2022/7/6,7,86,2017/5/12,6,62.7
1375,certbot-dns-ovh,0,2022/7/6,7,68,2018/7/11,5,48.53333333
1376,certbot-dns-rfc2136,0,2022/7/6,7,85,2017/6/23,6,61.3
1377,certbot-dns-route53,2,2022/7/6,7,86,2017/5/12,6,62.7
1378,certbot-dns-sakuracloud,0,2023/5/9,7,68,2018/7/11,6,58.76666667
1379,certbot-nginx,5,2023/1/11,6,104,2016/5/12,8,81.16666667
1380,certifi,4804,2022/12/7,0,55,2011/12/28,12,133.2333333
1381,certvalidator,18,2016/7/29,2,5,2015/11/17,2,8.5
1382,cf-python,4,2023/1/31,0,102,2015/6/5,9,93.23333333
1383,cf-xarray,35,2023/1/15,7,29,2020/6/12,4,31.56666667
1384,cffi,1595,2022/6/30,1,70,2012/6/18,11,122.1333333
1385,cfgrib,33,2022/11/24,5,54,2018/7/23,5,52.83333333
1386,cfgv,70,2021/8/25,0,18,2018/2/7,4,43.16666667
1387,cfn-flip,44,2021/10/7,3,23,2016/12/6,6,58.86666667
1388,cfripper,0,2022/6/1,41,85,2018/8/8,5,46.43333333
1389,cfscrape,58,2020/2/23,1,35,2015/4/1,6,59.63333333
1390,chai,0,2017/6/19,0,49,2011/3/2,7,76.7
1391,chainer,32,2022/1/5,0,111,2015/6/5,8,80.2
1392,chalice,32,2018/5/22,17,88,2016/7/11,3,22.66666667
1393,chalice-local,0,2020/11/18,0,2,2020/11/18,1,0
1394,Chameleon,36,2022/12/16,0,124,2009/11/1,14,159.7666667
1395,changelog,1,2022/6/14,0,20,2012/10/30,11,117.1333333
1396,changes,5,2014/12/9,12,12,2013/8/23,2,15.76666667
1397,channels,163,2021/7/11,8,66,2015/6/15,7,73.93333333
1398,channels-redis,42,2022/6/28,10,27,2018/2/2,5,53.56666667
1399,chaospy,19,2022/11/10,25,84,2016/10/3,7,74.3
1400,char-pic,0,2021/8/25,3,6,2021/8/19,1,0.2
1401,charade,6,2013/1/18,0,5,2012/12/2,2,1.566666667
1402,chardet,2839,2022/12/1,0,14,2006/12/23,17,194.0666667
1403,charm-tools,0,2022/10/13,0,73,2013/11/4,10,108.8333333
1404,charmhelpers,1,2022/4/1,0,84,2014/6/9,9,95.1
1405,charset-normalizer,1394,2022/11/18,0,49,2019/8/2,4,40.13333333
1406,chartify,5,2022/12/13,10,23,2018/9/17,5,51.6
1407,chatgptpy,1,2022/12/11,6,10,2022/12/6,1,0.166666667
1408,cheat,0,2019/2/13,0,43,2014/5/29,6,57.36666667
1409,check-manifest,2068,2015/3/26,0,43,2013/3/5,3,25.03333333
1410,check50,3,2022/4/4,11,25,2019/7/29,4,32.66666667
1411,checklist,5,2021/5/24,0,10,2020/5/5,2,12.8
1412,checkov,6,2022/7/7,52,2966,2020/11/30,3,19.46666667
1413,checksumdir,54,2020/6/21,0,11,2015/3/4,6,64.53333333
1414,chempy,7,2021/9/18,0,55,2015/10/6,7,72.46666667
1415,cheroot,63,2022/1/4,9,70,2014/2/10,9,96.16666667
1416,CherryPy,183,2021/7/3,29,119,2015/3/24,7,76.43333333
1417,chess,51,2022/12/22,0,22,2020/10/26,3,26.23333333
1418,chex,52,2022/4/19,7,18,2020/8/7,3,20.66666667
1419,chia-blockchain,7,2023/1/31,0,128,2020/3/30,4,34.56666667
1420,chiavdf,6,2022/10/6,0,82,2020/4/29,3,29.66666667
1421,chinese-calendar,4,2022/12/8,0,8,2021/4/27,2,19.66666667
1422,chinesecalendar,4,2022/12/8,0,28,2017/6/17,6,66.66666667
1423,chipsec,1,2020/5/30,0,8,2016/8/22,5,45.9
1424,chompjs,4,2022/11/17,0,29,2020/2/27,3,33.13333333
1425,chromadb,54,2023/7/12,17,40,2023/2/13,1,4.966666667
1426,chromedriver-autoinstaller,43,2022/8/3,0,18,2019/8/17,4,36.06666667
1427,chromedriver-binary,29,2023/1/14,0,123,2017/4/28,7,69.56666667
1428,chump,5,2018/11/4,0,12,2013/8/30,6,63.06666667
1429,cibuildwheel,13,2022/7/5,39,102,2017/3/19,6,64.46666667
1430,cinemagoer,11,2023/5/1,9,6,2022/1/25,2,15.36666667
1431,circle-fit,4,2022/12/19,2,5,2019/3/19,4,45.7
1432,circuitbreaker,9,2022/7/13,0,9,2016/10/30,7,69.4
1433,circuitpython-stubs,0,2022/6/22,0,556,2021/6/23,2,12.13333333
1434,circus,8,2020/9/18,10,33,2012/3/21,9,103.4333333
1435,cirq,47,2022/7/7,42,1612,2018/7/18,5,48.33333333
1436,cirq-core,18,2023/7/14,17,1331,2021/5/20,3,26.16666667
1437,cirq-google,8,2023/7/14,4,1334,2021/5/20,3,26.16666667
1438,cirq-ionq,4,2023/1/31,2,1258,2021/6/21,3,19.63333333
1439,cirq-pasqal,4,2023/1/31,2,1238,2021/6/30,3,19.33333333
1440,cirq-web,3,2023/1/31,1,1233,2021/7/2,3,19.26666667
1441,ciscoconfparse,14,2023/1/31,5,284,2009/7/20,15,164.7666667
1442,ciso8601,122,2022/12/21,0,17,2014/6/9,9,103.9
1443,citeproc-py,11,2021/5/27,1,7,2013/9/16,9,93.66666667
1444,cityscapesScripts,8,2021/1/11,9,28,2017/11/9,5,38.63333333
1445,cjio,6,2022/6/20,9,34,2018/5/24,5,49.6
1446,clairvoyance,0,2023/7/10,3,4,2022/8/20,2,10.8
1447,clamd,13,2014/8/21,0,8,2012/11/15,3,21.46666667
1448,clang,43,2022/2/12,0,32,2013/8/3,10,103.8333333
1449,clang-format,12,2023/1/16,0,34,2019/11/9,5,38.8
1450,claripy,4,2022/7/19,9,176,2015/8/11,8,84.46666667
1451,class-resolver,8,2022/6/1,18,36,2021/3/2,2,15.2
1452,classy-vision,4,2023/3/21,12,18,2019/12/2,5,40.16666667
1453,cld2-cffi,4,2016/8/9,0,4,2015/8/17,2,11.93333333
1454,cldfbench,10,2022/5/26,35,28,2019/10/5,4,32.13333333
1455,cle,4,2022/7/5,13,173,2015/5/27,8,86.53333333
1456,cleanlab,4,2022/11/28,7,23,2018/11/22,5,48.9
1457,clearml,13,2022/7/4,23,128,2020/12/22,3,18.63333333
1458,cleo,159,2022/11/22,2,33,2014/3/24,9,105.5
1459,cleverbot,0,2017/1/19,0,14,2013/3/4,5,47.23333333
1460,clevercsv,8,2022/5/12,24,46,2019/4/29,4,36.96666667
1461,cleverhans,4,2021/7/24,18,6,2018/7/3,4,37.23333333
1462,cli-helpers,16,2022/1/18,3,17,2017/5/2,6,57.4
1463,cliar,5,2021/10/21,0,31,2015/8/22,7,75.06666667
1464,click,18665,2022/4/28,2,49,2014/4/28,9,97.4
1465,click-completion,113,2019/10/15,0,10,2016/9/23,4,37.23333333
1466,click-config-file,46,2020/4/28,2,8,2018/1/22,3,27.56666667
1467,click-default-group,151,2019/9/5,0,5,2015/11/30,5,45.83333333
1468,click-didyoumean,63,2021/9/29,1,6,2016/3/13,6,67.53333333
1469,click-extra,6,2022/6/27,16,60,2021/10/18,2,8.4
1470,click-log,234,2022/3/13,0,14,2015/7/23,8,80.83333333
1471,click-option-group,88,2021/5/14,9,15,2019/12/4,3,17.56666667
1472,click-plugins,141,2019/4/4,5,7,2015/7/21,5,45.1
1473,click-repl,54,2021/5/30,5,9,2016/9/18,6,57.16666667
1474,click-spinner,86,2018/5/9,3,9,2016/9/4,3,20.4
1475,clickclick,44,2020/10/3,0,23,2015/3/19,6,67.5
1476,clickhouse-driver,93,2022/11/27,0,32,2017/5/13,6,67.46666667
1477,cliff,146,2022/11/18,6,83,2012/4/25,11,128.6333333
1478,cligj,34,2021/5/28,2,10,2015/1/6,7,77.8
1479,climetlab,7,2022/11/30,0,144,2020/7/31,3,28.4
1480,clingo,28,2022/11/7,1,6,2021/11/15,2,11.9
1481,clint,206,2015/8/25,0,18,2011/3/31,5,53.6
1482,clip-retrieval,0,2023/1/27,26,79,2021/8/11,3,17.8
1483,clipboard,83,2014/5/22,0,4,2014/5/22,1,0
1484,clize,15,2021/11/14,10,31,2011/12/4,11,121.1
1485,clld,5,2022/7/6,33,151,2014/2/10,9,102.2666667
1486,closet-engine-cv,0,2023/1/5,1,2,2023/1/5,1,0
1487,cloud-bucket-adapter,0,2022/9/8,0,2,2022/9/8,1,0
1488,cloud-volume,22,2022/5/25,45,314,2017/7/27,6,58.76666667
1489,cloudant,23,2021/8/26,1,46,2013/6/21,9,99.6
1490,cloudaux,4,2021/8/11,19,88,2016/11/13,6,57.73333333
1491,cloudevents,38,2022/8/7,2,22,2018/11/19,5,45.23333333
1492,cloudflare,30,2022/11/24,0,89,2016/5/13,7,79.53333333
1493,cloudmesh-common,17,2022/12/8,12,206,2017/9/28,6,63.23333333
1494,cloudpickle,763,2023/1/19,0,38,2015/4/16,9,94.5
1495,cloudscraper,127,2023/1/10,3,78,2019/5/31,5,44
1496,cloudsplaining,7,2022/2/9,10,44,2020/4/30,3,21.66666667
1497,cloud_inquisitor,0,2018/9/24,0,23,2018/1/16,1,8.366666667
1498,cloup,32,2022/6/25,2,34,2020/2/25,3,28.36666667
1499,cltk,8,2022/10/13,14,194,2014/4/4,9,103.8
1500,cluster-pack,4,2023/1/9,8,37,2019/12/11,5,37.5
1501,clvm-rs,9,2023/1/3,0,29,2021/2/1,3,23.36666667
1502,clyent,18,2016/2/11,0,12,2014/10/1,3,16.6
1503,clyngor,8,2022/3/31,4,64,2017/8/25,6,55.96666667
1504,cm-api,0,2022/5/24,0,19,2013/6/13,10,108.9
1505,cma,60,2021/6/20,3,21,2014/5/12,8,86.53333333
1506,cmaes,13,2021/2/19,2,17,2020/1/30,2,12.86666667
1507,cmake,177,2022/6/7,11,74,2016/11/9,7,67.86666667
1508,cmakelint,4,2022/1/17,20,11,2012/11/10,11,111.8333333
1509,cmd2,100,2022/2/23,28,125,2008/1/6,15,172.0666667
1510,cmdstanpy,27,2022/6/30,17,38,2019/7/19,4,35.9
1511,cmind,0,2022/12/21,0,48,2020/11/21,3,25.33333333
1512,cmocean,54,2016/7/21,5,7,2015/11/8,2,8.533333333
1513,CMRESHandler,8,2016/2/28,7,7,2016/2/29,1,-0.033333333
1514,cmsplugin-filer,5,2016/9/5,0,21,2010/1/12,7,80.93333333
1515,cn2an,14,2022/11/2,2,49,2018/5/5,5,54.73333333
1516,cnmath,0,2021/8/2,0,5,2021/8/1,1,0.033333333
1517,cobra,75,2016/10/24,19,96,2013/3/15,4,43.96666667
1518,cockroachdb,6,2020/5/19,0,13,2016/5/27,5,48.43333333
1519,coconut,1,2021/11/6,193,38,2015/3/3,7,81.33333333
1520,cocotb,21,2022/8/25,2,36,2019/1/7,4,44.2
1521,codacy-coverage,61,2018/3/24,0,25,2015/9/7,4,30.96666667
1522,code2flow,1,2023/1/9,0,8,2020/7/11,4,30.4
1523,codeclimate-test-reporter,16,2017/5/11,0,10,2016/4/18,2,12.93333333
1524,codecov,1076,2021/8/2,2,1,2023/4/17,-1,-20.76666667
1525,codespell,97,2021/6/10,15,20,2016/6/9,6,60.9
1526,codetiming,21,2022/11/8,13,10,2019/7/29,4,39.93333333
1527,CoffeeScript,4,2018/1/18,0,16,2011/12/28,8,73.76666667
1528,cogapp,38,2021/11/19,0,10,2009/6/26,13,150.9666667
1529,cohere,36,2022/6/17,5,120,2021/1/20,2,17.1
1530,cohesion,8,2019/7/10,0,10,2016/8/16,4,35.26666667
1531,coinbase,7,2018/3/5,0,24,2013/3/24,6,60.23333333
1532,coinmarketcap,4,2018/5/15,0,27,2014/6/22,5,47.43333333
1533,colander,41,2020/11/28,10,48,2010/3/14,11,130.4
1534,colcon-core,33,2023/2/10,22,59,2018/3/19,6,59.63333333
1535,collections-extended,12,2022/1/23,0,21,2015/1/20,8,85.33333333
1536,collective.checkdocs,44,2014/6/6,0,4,2009/4/7,6,62.86666667
1537,collective.cover,0,2017/11/21,71,38,2014/6/27,4,41.43333333
1538,collective.dexteritytextindexer,11,2022/3/31,0,21,2010/12/16,13,137.4333333
1539,collective.js.jqueryui,7,2021/1/5,0,53,2009/6/21,13,140.5333333
1540,collective.z3cform.datagridfield,10,2019/6/9,9,33,2011/2/2,9,101.6333333
1541,colorama,5169,2022/10/25,0,46,2010/4/20,13,152.3666667
1542,colorcet,119,2021/11/27,39,21,2016/11/10,6,61.43333333
1543,colorclass,72,2021/12/9,0,13,2014/9/1,8,88.53333333
1544,colored,249,2022/11/11,0,42,2014/7/2,9,101.8
1545,coloredlogs,928,2016/10/9,2,63,2013/5/16,4,41.4
1546,colorful,78,2018/9/27,1,36,2018/9/27,1,0
1547,colorhash,41,2022/10/17,0,6,2016/7/7,7,76.43333333
1548,colorio,6,2023/1/31,10,2,2023/3/2,1,-1
1549,colorlog,793,2018/4/17,6,66,2012/9/5,7,68.33333333
1550,colorlover,45,2019/1/19,0,4,2015/1/30,5,48.33333333
1551,colorspacious,15,2018/4/8,1,6,2015/7/8,4,33.5
1552,colorthief,26,2017/2/9,0,3,2015/4/17,3,22.13333333
1553,colour,179,2015/9/16,0,11,2013/4/14,3,29.5
1554,colour-science,22,2019/4/20,32,21,2014/9/2,6,56.36666667
1555,comm,32,2022/11/17,7,5,2020/11/2,3,24.83333333
1556,commentjson,40,2020/1/27,0,18,2013/9/10,8,77.66666667
1557,commitizen,144,2022/9/20,12,181,2017/11/8,6,59.23333333
1558,commonmark,305,2019/10/4,3,21,2014/9/26,6,61.13333333
1559,commonpython,0,2019/11/19,0,29,2018/10/25,2,13
1560,comparingnumber-HarshDhas,0,2023/1/19,0,4,2023/1/15,1,0.133333333
1561,COMPAS,35,2018/8/20,19,122,2018/8/20,1,0
1562,compas-fab,4,2022/10/10,4,38,2018/9/8,5,49.76666667
1563,COMTool,0,2022/8/27,10,31,2017/7/25,6,61.96666667
1564,comtypes,144,2022/8/19,0,30,2014/1/24,9,104.3
1565,conan,54,2023/1/31,0,285,2016/11/8,8,75.83333333
1566,conda,40,2016/9/16,0,19,2014/2/28,3,31.03333333
1567,conda-build,23,2017/2/21,3,4,2016/3/9,2,11.63333333
1568,conda-lock,15,2022/7/16,25,42,2022/7/12,1,0.133333333
1569,conda-pack,20,2020/9/1,1,10,2018/6/13,3,27.03333333
1570,cone-commands,0,2023/7/8,0,1,2023/7/8,1,0
1571,confection,12,2023/6/29,3,5,2022/8/24,2,10.3
1572,ConfigArgParse,288,2021/10/3,4,27,2014/6/25,8,88.56666667
1573,configobj,290,2023/1/18,1,18,2007/2/4,17,194.2333333
1574,configparser,1175,2021/12/3,14,25,2011/5/10,11,128.6666667
1575,ConfigSpace,67,2022/3/24,13,42,2016/4/1,7,72.76666667
1576,ConfigUpdater,8,2022/6/26,7,24,2018/6/23,5,48.8
